time, id, type
1395933000,fc8fa4c0b917a70,unplugged
1395933028,fc8fa4c0b917a70,plugged
1395986593,fc8fa4c0b917a70,unplugged
1395989115,fc8fa4c0b917a70,plugged
1395989116,fc8fa4c0b917a70,unplugged
1395989123,fc8fa4c0b917a70,plugged
1395989140,fc8fa4c0b917a70,unplugged
1395989679,fc8fa4c0b917a70,plugged
1395989688,fc8fa4c0b917a70,unplugged
1395990630,fc8fa4c0b917a70,plugged
1395992331,fc8fa4c0b917a70,unplugged
1395993785,474e21ce058b4d09,unplugged
1395994924,474e21ce058b4d09,plugged
1395995392,474e21ce058b4d09,unplugged
1395995400,474e21ce058b4d09,plugged
1395996380,474e21ce058b4d09,unplugged
1395996435,474e21ce058b4d09,plugged
1396002328,fc8fa4c0b917a70,plugged
1396002469,fc8fa4c0b917a70,unplugged
1396002470,fc8fa4c0b917a70,plugged
1396002895,fc8fa4c0b917a70,unplugged
1396003145,fc8fa4c0b917a70,plugged
1396004567,474e21ce058b4d09,unplugged
1396007588,fc8fa4c0b917a70,unplugged
1396007612,fc8fa4c0b917a70,plugged
1396007852,474e21ce058b4d09,unplugged
1396010643,fc8fa4c0b917a70,unplugged
1396016466,fc8fa4c0b917a70,plugged
1396017649,fc8fa4c0b917a70,unplugged
1396017650,fc8fa4c0b917a70,plugged
1396018362,fc8fa4c0b917a70,unplugged
1396018363,fc8fa4c0b917a70,plugged
1396089309,fc8fa4c0b917a70,unplugged
1396089317,fc8fa4c0b917a70,plugged
1396091118,fc8fa4c0b917a70,unplugged
1396091517,fc8fa4c0b917a70,plugged
1396096482,474e21ce058b4d09,unplugged
1396096489,474e21ce058b4d09,plugged
1396098304,474e21ce058b4d09,unplugged
1396098689,474e21ce058b4d09,plugged
1396100554,474e21ce058b4d09,unplugged
1396101730,474e21ce058b4d09,plugged
1396168215,fc8fa4c0b917a70,unplugged
1396168754,fc8fa4c0b917a70,plugged
1396169052,fc8fa4c0b917a70,unplugged
1396169103,fc8fa4c0b917a70,plugged
1396175399,474e21ce058b4d09,unplugged
1396175968,474e21ce058b4d09,plugged
1396176615,fc8fa4c0b917a70,unplugged
1396176623,fc8fa4c0b917a70,plugged
1396176626,fc8fa4c0b917a70,unplugged
1396176649,fc8fa4c0b917a70,plugged
1396176708,fc8fa4c0b917a70,unplugged
1396176729,fc8fa4c0b917a70,plugged
1396176731,fc8fa4c0b917a70,unplugged
1396177081,fc8fa4c0b917a70,plugged
1396177432,fc8fa4c0b917a70,unplugged
1396177779,fc8fa4c0b917a70,plugged
1396179764,fc8fa4c0b917a70,unplugged
1396180917,fc8fa4c0b917a70,unplugged
1396180934,fc8fa4c0b917a70,plugged
1396180959,fc8fa4c0b917a70,plugged
1396181906,fc8fa4c0b917a70,unplugged
1396182107,fc8fa4c0b917a70,plugged
1396183818,474e21ce058b4d09,unplugged
1396183820,474e21ce058b4d09,plugged
1396183880,474e21ce058b4d09,unplugged
1396183891,474e21ce058b4d09,plugged
1396183894,474e21ce058b4d09,unplugged
1396183900,474e21ce058b4d09,plugged
1396183902,474e21ce058b4d09,unplugged
1396184250,474e21ce058b4d09,plugged
1396184614,474e21ce058b4d09,unplugged
1396184618,474e21ce058b4d09,plugged
1396184620,474e21ce058b4d09,unplugged
1396184648,474e21ce058b4d09,plugged
1396184651,474e21ce058b4d09,unplugged
1396184711,474e21ce058b4d09,plugged
1396184713,474e21ce058b4d09,unplugged
1396185834,fc8fa4c0b917a70,unplugged
1396185946,fc8fa4c0b917a70,plugged
1396186014,fc8fa4c0b917a70,unplugged
1396186021,fc8fa4c0b917a70,plugged
1396186621,474e21ce058b4d09,plugged
1396186623,474e21ce058b4d09,unplugged
1396186766,fc8fa4c0b917a70,unplugged
1396186952,fc8fa4c0b917a70,plugged
1396187125,fc8fa4c0b917a70,unplugged
1396187147,fc8fa4c0b917a70,plugged
1396188031,474e21ce058b4d09,plugged
1396189077,474e21ce058b4d09,unplugged
1396189276,474e21ce058b4d09,plugged
1396193017,474e21ce058b4d09,unplugged
1396193139,474e21ce058b4d09,plugged
1396193950,474e21ce058b4d09,unplugged
1396194232,474e21ce058b4d09,plugged
1396265400,fc8fa4c0b917a70,plugged
1396265524,fc8fa4c0b917a70,unplugged
1396265525,fc8fa4c0b917a70,plugged
1396272447,474e21ce058b4d09,unplugged
1396272661,474e21ce058b4d09,plugged
1396331392,474e21ce058b4d09,plugged
1396332644,fc8fa4c0b917a70,unplugged
1396332645,fc8fa4c0b917a70,plugged
1396338416,fc8fa4c0b917a70,unplugged
1396338512,fc8fa4c0b917a70,plugged
1396343730,fc8fa4c0b917a70,unplugged
1396344099,fc8fa4c0b917a70,plugged
1396345587,474e21ce058b4d09,unplugged
1396345679,474e21ce058b4d09,plugged
1396346539,fc8fa4c0b917a70,unplugged
1396347489,fc8fa4c0b917a70,plugged
1396349004,fc8fa4c0b917a70,unplugged
1396349005,fc8fa4c0b917a70,plugged
1396349887,fc8fa4c0b917a70,unplugged
1396350691,fc8fa4c0b917a70,plugged
1396350911,474e21ce058b4d09,unplugged
1396351267,474e21ce058b4d09,plugged
1396353708,474e21ce058b4d09,unplugged
1396353816,fc8fa4c0b917a70,unplugged
1396353855,fc8fa4c0b917a70,plugged
1396354657,474e21ce058b4d09,plugged
1396357068,474e21ce058b4d09,unplugged
1396360931,474e21ce058b4d09,plugged
1396361093,fc8fa4c0b917a70,unplugged
1396361779,fc8fa4c0b917a70,plugged
1396361882,fc8fa4c0b917a70,unplugged
1396361940,fc8fa4c0b917a70,plugged
1396362037,fc8fa4c0b917a70,unplugged
1396367424,fc8fa4c0b917a70,plugged
1396368277,474e21ce058b4d09,unplugged
1396368947,474e21ce058b4d09,plugged
1396369051,474e21ce058b4d09,unplugged
1396369108,474e21ce058b4d09,plugged
1396369207,474e21ce058b4d09,unplugged
1396369265,474e21ce058b4d09,plugged
1396369267,474e21ce058b4d09,unplugged
1396370723,474e21ce058b4d09,plugged
1396370725,474e21ce058b4d09,unplugged
1396415639,474e21ce058b4d09,unplugged
1396415674,474e21ce058b4d09,plugged
1396417521,fc8fa4c0b917a70,plugged
1396422753,fc8fa4c0b917a70,unplugged
1396422757,fc8fa4c0b917a70,plugged
1396431075,fc8fa4c0b917a70,unplugged
1396431086,fc8fa4c0b917a70,plugged
1396432076,fc8fa4c0b917a70,unplugged
1396432426,fc8fa4c0b917a70,plugged
1396432599,fc8fa4c0b917a70,unplugged
1396434592,fc8fa4c0b917a70,unplugged
1396436045,fc8fa4c0b917a70,plugged
1396438667,fc8fa4c0b917a70,unplugged
1396438836,fc8fa4c0b917a70,plugged
1396438927,fc8fa4c0b917a70,unplugged
1396438931,fc8fa4c0b917a70,plugged
1396439259,474e21ce058b4d09,unplugged
1396439593,474e21ce058b4d09,plugged
1396439782,474e21ce058b4d09,unplugged
1396440130,474e21ce058b4d09,plugged
1396441760,474e21ce058b4d09,unplugged
1396443211,474e21ce058b4d09,plugged
1396445845,474e21ce058b4d09,unplugged
1396446003,474e21ce058b4d09,plugged
1396450375,fc8fa4c0b917a70,unplugged
1396451499,fc8fa4c0b917a70,plugged
1396457559,474e21ce058b4d09,unplugged
1396457691,474e21ce058b4d09,plugged
1396516765,474e21ce058b4d09,unplugged
1396516766,474e21ce058b4d09,plugged
1396518839,fc8fa4c0b917a70,unplugged
1396518981,fc8fa4c0b917a70,plugged
1396519047,fc8fa4c0b917a70,unplugged
1396519123,fc8fa4c0b917a70,plugged
1396519258,fc8fa4c0b917a70,unplugged
1396520793,fc8fa4c0b917a70,plugged
1396524372,474e21ce058b4d09,unplugged
1396525201,474e21ce058b4d09,plugged
1396526003,474e21ce058b4d09,unplugged
1396526148,474e21ce058b4d09,plugged
1396526215,474e21ce058b4d09,unplugged
1396526290,474e21ce058b4d09,plugged
1396526426,474e21ce058b4d09,unplugged
1396527960,474e21ce058b4d09,plugged
1396596277,fc8fa4c0b917a70,unplugged
1396596648,fc8fa4c0b917a70,plugged
1396598234,fc8fa4c0b917a70,unplugged
1396599561,fc8fa4c0b917a70,plugged
1396603439,474e21ce058b4d09,unplugged
1396603594,fc8fa4c0b917a70,unplugged
1396604227,474e21ce058b4d09,unplugged
1396604398,474e21ce058b4d09,plugged
1396605412,474e21ce058b4d09,unplugged
1396605472,474e21ce058b4d09,plugged
1396609962,474e21ce058b4d09,unplugged
1396610049,474e21ce058b4d09,plugged
1396610051,474e21ce058b4d09,unplugged
1396612821,fc8fa4c0b917a70,plugged
1396612822,fc8fa4c0b917a70,unplugged
1396612838,fc8fa4c0b917a70,plugged
1396612913,fc8fa4c0b917a70,unplugged
1396612971,fc8fa4c0b917a70,plugged
1396614629,fc8fa4c0b917a70,unplugged
1396614876,fc8fa4c0b917a70,plugged
1396616090,fc8fa4c0b917a70,plugged
1396684232,fc8fa4c0b917a70,unplugged
1396865888,474e21ce058b4d09,plugged
1396865890,474e21ce058b4d09,unplugged
1396865901,474e21ce058b4d09,plugged
1396865903,474e21ce058b4d09,unplugged
1396865905,474e21ce058b4d09,plugged
1396865907,474e21ce058b4d09,unplugged
1396865908,474e21ce058b4d09,plugged
1396865916,474e21ce058b4d09,plugged
1396865918,474e21ce058b4d09,plugged
1396871353,474e21ce058b4d09,unplugged
1396871466,474e21ce058b4d09,plugged
1396882959,474e21ce058b4d09,unplugged
1396883060,474e21ce058b4d09,plugged
1396883062,474e21ce058b4d09,plugged
1396883064,474e21ce058b4d09,unplugged
1396883097,474e21ce058b4d09,plugged
1396883099,474e21ce058b4d09,unplugged
1396883239,474e21ce058b4d09,plugged
1396883241,474e21ce058b4d09,unplugged
1396883267,474e21ce058b4d09,plugged
1396883269,474e21ce058b4d09,unplugged
1396883275,474e21ce058b4d09,plugged
1396883278,474e21ce058b4d09,unplugged
1396884116,474e21ce058b4d09,plugged
1396884122,474e21ce058b4d09,unplugged
1396884123,474e21ce058b4d09,plugged
1396884126,474e21ce058b4d09,unplugged
1396933822,474e21ce058b4d09,plugged
1396933826,474e21ce058b4d09,unplugged
1396934214,474e21ce058b4d09,plugged
1396934216,474e21ce058b4d09,unplugged
1396940661,474e21ce058b4d09,plugged
1396940663,474e21ce058b4d09,unplugged
1396940682,474e21ce058b4d09,plugged
1396940684,474e21ce058b4d09,unplugged
1396940686,474e21ce058b4d09,plugged
1396940689,474e21ce058b4d09,unplugged
1396940692,474e21ce058b4d09,plugged
1396940694,474e21ce058b4d09,unplugged
1396940695,474e21ce058b4d09,unplugged
1396940697,474e21ce058b4d09,plugged
1396945892,474e21ce058b4d09,unplugged
1396945894,474e21ce058b4d09,plugged
1396945895,474e21ce058b4d09,unplugged
1396945897,474e21ce058b4d09,plugged
1396949378,474e21ce058b4d09,unplugged
1396949381,474e21ce058b4d09,plugged
1396949382,474e21ce058b4d09,unplugged
1396951120,474e21ce058b4d09,plugged
1397044285,474e21ce058b4d09,plugged
1397052137,474e21ce058b4d09,unplugged
1397052221,474e21ce058b4d09,plugged
1397053187,474e21ce058b4d09,unplugged
1397053192,474e21ce058b4d09,plugged
1397053196,474e21ce058b4d09,unplugged
1397053202,474e21ce058b4d09,plugged
1397053204,474e21ce058b4d09,plugged
1397053207,474e21ce058b4d09,unplugged
1397053314,474e21ce058b4d09,plugged
1397053316,474e21ce058b4d09,unplugged
1397126259,474e21ce058b4d09,unplugged
1397204439,474e21ce058b4d09,unplugged
1397205145,474e21ce058b4d09,plugged
1397210749,474e21ce058b4d09,unplugged
1397210946,474e21ce058b4d09,plugged
1397213251,474e21ce058b4d09,unplugged
1397213263,474e21ce058b4d09,plugged
1397217268,474e21ce058b4d09,unplugged
1397227490,474e21ce058b4d09,plugged
1397280977,474e21ce058b4d09,unplugged
1397281049,474e21ce058b4d09,plugged
1397305979,474e21ce058b4d09,unplugged
1397305981,474e21ce058b4d09,plugged
1397312841,474e21ce058b4d09,unplugged
1397312842,474e21ce058b4d09,plugged
1397312889,474e21ce058b4d09,unplugged
1397312899,474e21ce058b4d09,plugged
1397314498,474e21ce058b4d09,unplugged
1397314946,474e21ce058b4d09,plugged
1397317111,474e21ce058b4d09,unplugged
1397317375,474e21ce058b4d09,plugged
1397317377,474e21ce058b4d09,unplugged
1397320465,474e21ce058b4d09,plugged
1397365690,474e21ce058b4d09,plugged
1397365692,474e21ce058b4d09,unplugged
1397365705,474e21ce058b4d09,plugged
1397365708,474e21ce058b4d09,unplugged
1397365749,474e21ce058b4d09,plugged
1397365751,474e21ce058b4d09,unplugged
1397367089,474e21ce058b4d09,plugged
1397396647,474e21ce058b4d09,unplugged
1397396877,474e21ce058b4d09,plugged
1397397683,474e21ce058b4d09,unplugged
1397398200,474e21ce058b4d09,plugged
1397398727,474e21ce058b4d09,unplugged
1397399221,474e21ce058b4d09,plugged
1397400140,474e21ce058b4d09,unplugged
1397400658,474e21ce058b4d09,plugged
1397401128,474e21ce058b4d09,unplugged
1397402047,474e21ce058b4d09,unplugged
1397402422,474e21ce058b4d09,plugged
1397402889,474e21ce058b4d09,unplugged
1397402896,474e21ce058b4d09,plugged
1397403311,474e21ce058b4d09,unplugged
1397403524,474e21ce058b4d09,plugged
1397405190,474e21ce058b4d09,plugged
1397405192,474e21ce058b4d09,unplugged
1397405196,474e21ce058b4d09,plugged
1397405198,474e21ce058b4d09,unplugged
1397405243,474e21ce058b4d09,plugged
1397405284,474e21ce058b4d09,unplugged
1397405383,474e21ce058b4d09,plugged
1397405813,474e21ce058b4d09,unplugged
1397406156,474e21ce058b4d09,plugged
1397406158,474e21ce058b4d09,unplugged
1397406227,474e21ce058b4d09,plugged
1397406229,474e21ce058b4d09,unplugged
1397454939,474e21ce058b4d09,unplugged
1397454980,474e21ce058b4d09,plugged
1397454982,474e21ce058b4d09,unplugged
1397455009,474e21ce058b4d09,plugged
1397455011,474e21ce058b4d09,unplugged
1397455063,474e21ce058b4d09,plugged
1397455239,474e21ce058b4d09,unplugged
1397455358,474e21ce058b4d09,plugged
1397455360,474e21ce058b4d09,unplugged
1397455433,474e21ce058b4d09,plugged
1397458650,474e21ce058b4d09,unplugged
1397461109,474e21ce058b4d09,unplugged
1397461258,474e21ce058b4d09,plugged
1397466731,474e21ce058b4d09,unplugged
1397466852,474e21ce058b4d09,plugged
1397466854,474e21ce058b4d09,unplugged
1397466879,474e21ce058b4d09,plugged
1397466881,474e21ce058b4d09,unplugged
1397466967,474e21ce058b4d09,plugged
1397469370,474e21ce058b4d09,unplugged
1397469417,474e21ce058b4d09,plugged
1397470310,474e21ce058b4d09,unplugged
1397470404,474e21ce058b4d09,plugged
1397470840,474e21ce058b4d09,unplugged
1397471882,474e21ce058b4d09,plugged
1397474951,474e21ce058b4d09,unplugged
1397475314,474e21ce058b4d09,plugged
1397475508,474e21ce058b4d09,unplugged
1397475563,474e21ce058b4d09,plugged
1397477119,474e21ce058b4d09,plugged
1397484282,474e21ce058b4d09,unplugged
1397484288,474e21ce058b4d09,plugged
1397484349,474e21ce058b4d09,unplugged
1397484395,474e21ce058b4d09,plugged
1397484558,474e21ce058b4d09,unplugged
1397484658,474e21ce058b4d09,plugged
1397485448,474e21ce058b4d09,unplugged
1397486502,474e21ce058b4d09,plugged
1397486506,474e21ce058b4d09,unplugged
1397488549,474e21ce058b4d09,plugged
1397488552,474e21ce058b4d09,unplugged
1397490221,474e21ce058b4d09,plugged
1397490225,474e21ce058b4d09,unplugged
1397491487,474e21ce058b4d09,plugged
1397491491,474e21ce058b4d09,unplugged
1397492164,474e21ce058b4d09,plugged
1397492169,474e21ce058b4d09,unplugged
1397492962,474e21ce058b4d09,plugged
1397494594,474e21ce058b4d09,unplugged
1397494761,474e21ce058b4d09,plugged
1397543699,474e21ce058b4d09,unplugged
1397543755,474e21ce058b4d09,plugged
1397546328,474e21ce058b4d09,unplugged
1397547677,474e21ce058b4d09,plugged
1397547679,474e21ce058b4d09,unplugged
1397547938,474e21ce058b4d09,unplugged
1397548179,474e21ce058b4d09,plugged
1397548181,474e21ce058b4d09,unplugged
1397548197,474e21ce058b4d09,plugged
1397549276,474e21ce058b4d09,plugged
1397561851,474e21ce058b4d09,unplugged
1397561860,474e21ce058b4d09,plugged
1397561867,474e21ce058b4d09,unplugged
1397561904,474e21ce058b4d09,plugged
1397562353,474e21ce058b4d09,unplugged
1397564857,474e21ce058b4d09,plugged
1397564859,474e21ce058b4d09,unplugged
1397565459,474e21ce058b4d09,plugged
1397565461,474e21ce058b4d09,unplugged
1397566258,474e21ce058b4d09,plugged
1397566260,474e21ce058b4d09,unplugged
1397570535,474e21ce058b4d09,plugged
1397574860,474e21ce058b4d09,unplugged
1397574888,474e21ce058b4d09,plugged
1397575162,474e21ce058b4d09,unplugged
1397575235,474e21ce058b4d09,plugged
1397624838,474e21ce058b4d09,unplugged
1397624906,474e21ce058b4d09,plugged
1397644156,474e21ce058b4d09,unplugged
1397644200,474e21ce058b4d09,plugged
1397648525,474e21ce058b4d09,unplugged
1397658657,474e21ce058b4d09,plugged
1397658659,474e21ce058b4d09,unplugged
1397664938,474e21ce058b4d09,unplugged
1397665076,474e21ce058b4d09,plugged
1397666039,474e21ce058b4d09,unplugged
1397666764,474e21ce058b4d09,plugged
1397731939,474e21ce058b4d09,plugged
1397750199,474e21ce058b4d09,unplugged
1397820343,474e21ce058b4d09,unplugged
1397820481,474e21ce058b4d09,plugged
1397820514,474e21ce058b4d09,unplugged
1397820684,474e21ce058b4d09,plugged
1397837264,474e21ce058b4d09,plugged
1397899888,474e21ce058b4d09,unplugged
1397900263,474e21ce058b4d09,plugged
1397922979,474e21ce058b4d09,unplugged
1397922980,474e21ce058b4d09,plugged
1397988213,474e21ce058b4d09,unplugged
1397989761,474e21ce058b4d09,plugged
