1392965120,1,4,plugged
1392965886,1,4,plugged
1392967134,0,4,unplugged
1392968065,1,4,plugged
1392968416,0,4,unplugged
1392968710,0,4,unplugged
1392969307,0,4,unplugged
1392969332,0,4,unplugged
1392972125,0,4,unplugged
1393000126,0,4,unplugged
1393003179,0,4,unplugged
1393003196,0,4,unplugged
1393003302,0,4,unplugged
1393003553,0,4,unplugged
1393003579,0,4,unplugged
1393003605,0,4,unplugged
1393003618,0,4,unplugged
1393426888,1,4,plugged
1393569100,0,1,unplugged
1393569109,1,1,plugged
1393570398,0,1,unplugged
1393570407,1,1,plugged
1393574262,0,1,unplugged
1393574271,1,1,plugged
1393577653,0,1,unplugged
1393577662,1,1,plugged
1393578598,0,1,unplugged
1393578607,1,1,plugged
1393579051,0,1,unplugged
1393579060,1,1,plugged
1393582362,0,1,unplugged
1393582371,1,1,plugged
1393583639,0,1,unplugged
1393583648,1,1,plugged
1393585350,0,1,unplugged
1393585359,1,1,plugged
1393586155,0,1,unplugged
1393586164,1,1,plugged
1393587051,0,1,unplugged
1393587059,1,1,plugged
1393587795,0,1,unplugged
1393587804,1,1,plugged
1393589888,0,1,unplugged
1393589897,1,1,plugged
1393590683,0,1,unplugged
1393590692,1,1,plugged
1393592092,0,1,unplugged
1393592100,1,1,plugged
1393595010,0,1,unplugged
1393595019,1,1,plugged
1393598012,0,1,unplugged
1393598021,1,1,plugged
1393598219,0,1,unplugged
1393598228,1,1,plugged
1393600131,0,1,unplugged
1393600140,1,1,plugged
1393600171,0,1,unplugged
1393600180,1,1,plugged
1393600302,0,1,unplugged
1393600311,1,1,plugged
1393600880,0,1,unplugged
1393600888,1,1,plugged
1393601352,0,1,unplugged
1393601361,1,1,plugged
1393601922,0,1,unplugged
1393601931,1,1,plugged
1393602647,0,1,unplugged
1393602656,1,1,plugged
1393602791,0,1,unplugged
1393602800,1,1,plugged
1393603744,0,1,unplugged
1393603753,1,1,plugged
1393605105,0,1,unplugged
1393605114,1,1,plugged
1393605142,0,1,unplugged
1393605151,1,1,plugged
1393605665,0,1,unplugged
1393605674,1,1,plugged
1393606132,0,1,unplugged
1393606141,1,1,plugged
1393608305,0,1,unplugged
1393608314,1,1,plugged
1393609593,0,1,unplugged
1393609612,1,1,plugged
1393610157,0,1,unplugged
1393610166,1,1,plugged
1393655364,0,1,unplugged
1393655373,1,1,plugged
1393656187,0,1,unplugged
1393656196,1,1,plugged
1393663857,0,1,unplugged
1393663866,1,1,plugged
1393666183,0,1,unplugged
1393666192,1,1,plugged
1393679868,0,1,unplugged
1393679877,1,1,plugged
1393680370,0,1,unplugged
1393680379,1,1,plugged
1393680571,0,1,unplugged
1393680580,1,1,plugged
1393681416,0,1,unplugged
1393681425,1,1,plugged
1393681687,0,1,unplugged
1393681696,1,1,plugged
1393682240,0,1,unplugged
1393682249,1,1,plugged
1393682602,0,1,unplugged
1393682611,1,1,plugged
1393694551,0,1,unplugged
1393694560,1,1,plugged
1393696040,0,1,unplugged
1393696049,1,1,plugged
1393752900,0,1,unplugged
1393752901,1,1,plugged
1393770794,0,1,unplugged
1393770803,1,1,plugged
1393773282,0,1,unplugged
1393773291,1,1,plugged
1393773805,0,1,unplugged
1393773814,1,1,plugged
1393775364,0,1,unplugged
1393775373,1,1,plugged
1393827753,0,1,unplugged
1393827762,1,1,plugged
1393828052,0,1,unplugged
1393828061,1,1,plugged
1393829379,0,9,unplugged
1393829406,1,9,plugged
1393829853,0,1,unplugged
1393829862,1,1,plugged
1393829913,0,1,unplugged
1393829922,1,1,plugged
1393831667,0,1,unplugged
1393831676,1,1,plugged
1393831959,0,9,unplugged
1393831989,1,9,plugged
1393832233,0,9,unplugged
1393832244,1,9,plugged
1393833300,0,9,unplugged
1393833400,1,9,plugged
1393833853,0,9,unplugged
1393833861,1,9,plugged
1393833868,0,10,unplugged
1393833877,1,10,plugged
1393833899,0,10,unplugged
1393833903,1,10,plugged
1393834129,0,1,unplugged
1393834138,1,1,plugged
1393834218,0,2,unplugged
1393834239,1,2,plugged
1393834293,0,2,unplugged
1393834302,1,2,plugged
1393835234,0,1,unplugged
1393835327,0,2,unplugged
1393835330,0,10,unplugged
1393835359,0,8,unplugged
1393835361,0,3,unplugged
1393835386,0,9,unplugged
1393835392,0,7,unplugged
1393839622,0,1,unplugged
1393839631,1,1,plugged
1393841433,0,1,unplugged
1393841442,1,1,plugged
1393842540,0,1,unplugged
1393842549,1,1,plugged
1393843260,0,4,unplugged
1393843955,1,4,plugged
1393844844,0,1,unplugged
1393844853,1,1,plugged
1393845287,0,1,unplugged
1393845296,1,1,plugged
1393845568,0,1,unplugged
1393845577,1,1,plugged
1393845997,0,4,unplugged
1393846103,0,5,unplugged
1393846119,0,6,unplugged
1393847007,0,1,unplugged
1393847016,1,1,plugged
1393852923,0,1,unplugged
1393852932,1,1,plugged
1393857813,0,1,unplugged
1393857822,1,1,plugged
1393858155,0,1,unplugged
1393858164,1,1,plugged
1393863628,0,1,unplugged
1393863637,1,1,plugged
1393864272,0,1,unplugged
1393864281,1,1,plugged
1393864302,0,1,unplugged
1393864311,1,1,plugged
1393866272,0,1,unplugged
1393866281,1,1,plugged
1393867499,0,1,unplugged
1393867502,0,1,unplugged
1393867508,1,1,plugged
1393867511,1,1,plugged
1393867683,0,1,unplugged
1393867692,1,1,plugged
1393868344,0,1,unplugged
1393868353,1,1,plugged
1393868666,0,1,unplugged
1393868675,1,1,plugged
1395920563,0,9,unplugged
1395920578,1,9,plugged
1395921625,0,7,unplugged
1395925212,0,9,unplugged
1395926454,1,9,plugged
1395929970,0,9,unplugged
1395929971,1,9,plugged
1395931272,0,9,unplugged
1395931327,1,9,plugged
1395931359,0,9,unplugged
1395931465,1,9,plugged
1395931643,0,9,unplugged
1395932691,1,9,plugged
1395933000,0,7,unplugged
1395933028,1,7,plugged
1395986593,0,7,unplugged
1395989115,1,7,plugged
1395989116,0,7,unplugged
1395989123,1,7,plugged
1395989140,0,7,unplugged
1395989679,1,7,plugged
1395989688,0,7,unplugged
1395990630,1,7,plugged
1395992331,0,7,unplugged
1395993785,0,9,unplugged
1395994924,1,9,plugged
1395995392,0,9,unplugged
1395995400,1,9,plugged
1395996380,0,9,unplugged
1395996435,1,9,plugged
1396002328,1,7,plugged
1396002469,0,7,unplugged
1396002470,1,7,plugged
1396002895,0,7,unplugged
1396003145,1,7,plugged
1396004567,0,9,unplugged
1396007588,0,7,unplugged
1396007612,1,7,plugged
1396007852,0,9,unplugged
1396010643,0,7,unplugged
1396016466,1,7,plugged
1396017649,0,7,unplugged
1396017650,1,7,plugged
1396018362,0,7,unplugged
1396018363,1,7,plugged
1396089309,0,7,unplugged
1396089317,1,7,plugged
1396091118,0,7,unplugged
1396091517,1,7,plugged
1396096482,0,9,unplugged
1396096489,1,9,plugged
1396098304,0,9,unplugged
1396098689,1,9,plugged
1396100554,0,9,unplugged
1396101730,1,9,plugged
1396168215,0,7,unplugged
1396168754,1,7,plugged
1396169052,0,7,unplugged
1396169103,1,7,plugged
1396175399,0,9,unplugged
1396175968,1,9,plugged
1396176615,0,7,unplugged
1396176623,1,7,plugged
1396176626,0,7,unplugged
1396176649,1,7,plugged
1396176708,0,7,unplugged
1396176729,1,7,plugged
1396176731,0,7,unplugged
1396177081,1,7,plugged
1396177432,0,7,unplugged
1396177779,1,7,plugged
1396179764,0,7,unplugged
1396180917,0,7,unplugged
1396180934,1,7,plugged
1396180959,1,7,plugged
1396181906,0,7,unplugged
1396182107,1,7,plugged
1396183818,0,9,unplugged
1396183820,1,9,plugged
1396183880,0,9,unplugged
1396183891,1,9,plugged
1396183894,0,9,unplugged
1396183900,1,9,plugged
1396183902,0,9,unplugged
1396184250,1,9,plugged
1396184614,0,9,unplugged
1396184618,1,9,plugged
1396184620,0,9,unplugged
1396184648,1,9,plugged
1396184651,0,9,unplugged
1396184711,1,9,plugged
1396184713,0,9,unplugged
1396185834,0,7,unplugged
1396185946,1,7,plugged
1396186014,0,7,unplugged
1396186021,1,7,plugged
1396186621,1,9,plugged
1396186623,0,9,unplugged
1396186766,0,7,unplugged
1396186952,1,7,plugged
1396187125,0,7,unplugged
1396187147,1,7,plugged
1396188031,1,9,plugged
1396189077,0,9,unplugged
1396189276,1,9,plugged
1396193017,0,9,unplugged
1396193139,1,9,plugged
1396193950,0,9,unplugged
1396194232,1,9,plugged
1396265400,1,7,plugged
1396265524,0,7,unplugged
1396265525,1,7,plugged
1396272447,0,9,unplugged
1396272661,1,9,plugged
1396331392,1,9,plugged
1396332644,0,7,unplugged
1396332645,1,7,plugged
1396338416,0,7,unplugged
1396338512,1,7,plugged
1396343730,0,7,unplugged
1396344099,1,7,plugged
1396345587,0,9,unplugged
1396345679,1,9,plugged
1396346539,0,7,unplugged
1396347489,1,7,plugged
1396349004,0,7,unplugged
1396349005,1,7,plugged
1396349887,0,7,unplugged
1396350691,1,7,plugged
1396350911,0,9,unplugged
1396351267,1,9,plugged
1396353708,0,9,unplugged
1396353816,0,7,unplugged
1396353855,1,7,plugged
1396354657,1,9,plugged
1396357068,0,9,unplugged
1396360931,1,9,plugged
1396361093,0,7,unplugged
1396361779,1,7,plugged
1396361882,0,7,unplugged
1396361940,1,7,plugged
1396362037,0,7,unplugged
1396367424,1,7,plugged
1396368277,0,9,unplugged
1396368947,1,9,plugged
1396369051,0,9,unplugged
1396369108,1,9,plugged
1396369207,0,9,unplugged
1396369265,1,9,plugged
1396369267,0,9,unplugged
1396370723,1,9,plugged
1396370725,0,9,unplugged
1396415639,0,9,unplugged
1396415674,1,9,plugged
1396417521,1,7,plugged
1396422753,0,7,unplugged
1396422757,1,7,plugged
1396431075,0,7,unplugged
1396431086,1,7,plugged
1396432076,0,7,unplugged
1396432426,1,7,plugged
1396432599,0,7,unplugged
1396434592,0,7,unplugged
1396436045,1,7,plugged
1396438667,0,7,unplugged
1396438836,1,7,plugged
1396438927,0,7,unplugged
1396438931,1,7,plugged
1396439259,0,9,unplugged
1396439593,1,9,plugged
1396439782,0,9,unplugged
1396440130,1,9,plugged
1396441760,0,9,unplugged
1396443211,1,9,plugged
1396445845,0,9,unplugged
1396446003,1,9,plugged
1396450375,0,7,unplugged
1396451499,1,7,plugged
1396457559,0,9,unplugged
1396457691,1,9,plugged
1396516765,0,9,unplugged
1396516766,1,9,plugged
1396518839,0,7,unplugged
1396518981,1,7,plugged
1396519047,0,7,unplugged
1396519123,1,7,plugged
1396519258,0,7,unplugged
1396520793,1,7,plugged
1396524372,0,9,unplugged
1396525201,1,9,plugged
1396526003,0,9,unplugged
1396526148,1,9,plugged
1396526215,0,9,unplugged
1396526290,1,9,plugged
1396526426,0,9,unplugged
1396527960,1,9,plugged
1396596277,0,7,unplugged
1396596648,1,7,plugged
1396598234,0,7,unplugged
1396599561,1,7,plugged
1396603439,0,9,unplugged
1396603594,0,7,unplugged
1396604227,0,9,unplugged
1396604398,1,9,plugged
1396605412,0,9,unplugged
1396605472,1,9,plugged
1396609962,0,9,unplugged
1396610049,1,9,plugged
1396610051,0,9,unplugged
1396612821,1,7,plugged
1396612822,0,7,unplugged
1396612838,1,7,plugged
1396612913,0,7,unplugged
1396612971,1,7,plugged
1396614629,0,7,unplugged
1396614876,1,7,plugged
1396616090,1,7,plugged
1396684232,0,7,unplugged
1396865888,1,9,plugged
1396865890,0,9,unplugged
1396865901,1,9,plugged
1396865903,0,9,unplugged
1396865905,1,9,plugged
1396865907,0,9,unplugged
1396865908,1,9,plugged
1396865916,1,9,plugged
1396865918,1,9,plugged
1396871353,0,9,unplugged
1396871466,1,9,plugged
1396882959,0,9,unplugged
1396883060,1,9,plugged
1396883062,1,9,plugged
1396883064,0,9,unplugged
1396883097,1,9,plugged
1396883099,0,9,unplugged
1396883239,1,9,plugged
1396883241,0,9,unplugged
1396883267,1,9,plugged
1396883269,0,9,unplugged
1396883275,1,9,plugged
1396883278,0,9,unplugged
1396884116,1,9,plugged
1396884122,0,9,unplugged
1396884123,1,9,plugged
1396884126,0,9,unplugged
1396933822,1,9,plugged
1396933826,0,9,unplugged
1396934214,1,9,plugged
1396934216,0,9,unplugged
1396940661,1,9,plugged
1396940663,0,9,unplugged
1396940682,1,9,plugged
1396940684,0,9,unplugged
1396940686,1,9,plugged
1396940689,0,9,unplugged
1396940692,1,9,plugged
1396940694,0,9,unplugged
1396940695,0,9,unplugged
1396940697,1,9,plugged
1396945892,0,9,unplugged
1396945894,1,9,plugged
1396945895,0,9,unplugged
1396945897,1,9,plugged
1396949378,0,9,unplugged
1396949381,1,9,plugged
1396949382,0,9,unplugged
1396951120,1,9,plugged
1397044285,1,9,plugged
1397052137,0,9,unplugged
1397052221,1,9,plugged
1397053187,0,9,unplugged
1397053192,1,9,plugged
1397053196,0,9,unplugged
1397053202,1,9,plugged
